@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
40106,0.6,7.8,238,504,292,58.9,6.5,1109,7.8,361,352,51.1,7,1113,7.8,147,256,128,65.6,0.8,1113,8,19,80,20,70,0.05,1238,59.3,63.6,88.6,87.1,68.8,92,84.1,93.2,99.2,5
40740,1.2,8.2,127,444,172,73.3,3,1658,8.2,117,184,71.7,4,1629,8.1,66,315,94,83,0.5,1644,7.8,15,85,15,90,0.01,1491,43.6,48.9,87.5,77.3,73,88.2,80.9,91.3,99.7,1
34820,0.25,8.1,185,439,256,56.3,7.5,2210,7.9,180,316,53.2,7,2070,7.9,121,247,102,72.6,0.3,1770,7.8,33,47,21,80,0.02,1539,32.8,67.7,96.4,72.7,81,82.2,89.3,91.8,99.7,5
40933,1.5,7.8,120,303,290,61.39,4.5,1818,7.8,125,250,60.37,4,1800,7.8,78,192,68,72.96,0.2,1846,7.9,10,76,10,80.15,0.02,1723,37.6,72.8,95,87.2,60.4,91.7,74.9,96.6,99.6,5
28680,1.7,8.1,256,539,188,74.5,4.7,1803,8.1,337,218,75.2,5.2,1732,8.1,186,365,102,84.3,0.5,1804,7.8,27,116,23,87,0,1932,44.8,53.2,90.4,85.5,68.2,89.5,78.5,87.8,100,1
45018,2,7.9,224,488,456,48.2,11,1147,7.9,153,252,49.2,4,1224,8,110,248,92,67.4,0.4,1238,8,15,36,17,82.4,0,1217,28.1,63.5,91.3,86.4,85.5,93.3,92.6,96.3,100,5
55300,1.5,7.9,254,356,206,56.3,4,1300,7.9,207,222,53.2,3.5,1347,7.9,91,184,66,69.7,0.3,1188,7.6,18,100,20,76,0.02,1202,56,70.3,91.4,80.2,45.7,92.9,71.9,90.3,99.5,5
41436,1.2,7.9,191,356,192,62.5,7,1434,7.9,226,288,55.6,10,1427,7.7,130,257,84,71.4,0.1,1467,7.6,28,103,34,76.5,0,1469,42.5,70.8,99,78.5,59.9,85.3,71.1,82.3,100,1
32229,5,7.6,188.71,528,186,69.9,3.4,1666,7.7,206.2,220,72.7,4.5,1594,7.7,122.34,272,92,78.3,0.2,1742,7.6,19.98,128,21,81,0.05,1888,39.08,58.2,95.6,83.44,52.9,89.01,75.8,88.7,98.5,1
41230,0.35,7.6,120,344,136,54.4,4.5,993,7.5,206.2,188,55.3,3,972,7.6,122.34,259,70,48.6,0.2,921,7.5,16,97,17,51.8,0.03,903,39.08,62.8,93.3,83.44,62.5,86.7,71.8,87.5,99.4,1
40347,1.75,7.7,155,338,132,69.7,2.7,1332,7.7,180,160,68.8,2.5,1366,7.7,152,319,94,72.3,0.6,1442,7.4,22,87,27,77.8,0.05,1482,15.6,41.3,76,85.5,72.7,85.8,74,79.5,98.1,1
43491,1,7.5,237,388,178,57.3,4,1620,7.6,300,240,53.3,4.5,1571,7.7,113,243,84,69,0.2,1631,7.8,12,76,12,86.7,0.02,1590,62.3,65,95.6,89.4,68.7,94.9,80.4,93.3,99.5,5
37226,1,7.6,186,495,222,65.8,5.5,1518,7.6,168,222,64,4.5,1496,7.6,110,274.04,112,69.6,1,1505,7.6,101,292,74,83.8,0.25,1642,34.5,49.5,77.8,8.2,67.67,45.7,41,66.7,95.5,3
41451,0.5,8,131,384,154,74,4.5,1260,8.1,189,298,75.2,6.5,1300,8,114,273,80,80,0.3,1367,7.8,18,95,19,84.2,0.01,1443,39.7,73.2,96.2,84.2,65.2,86.3,75.3,87.7,100,1
37386,1.4,7.9,165,470,170,76.5,4,1365,7.9,206.2,192,70.8,4.5,1399,7.9,156,368,96,72.9,0.3,1338,7.6,22,97,18,80.6,0,1481,39.08,50,94.4,85.9,73.6,86.7,79.4,89.4,100,1
35518,4.2,7.8,133,105,208,54.8,3.5,1293,7.8,138,236,52.5,4.5,1347,7.8,91,125,58,82.8,0.1,1323,7.7,16,20,16,93.7,0.01,1318,34.1,75.4,97.8,82.4,84,88,81,92.3,99.7,1
44314,3,7.8,155,389,308,49.4,6,1927,7.7,252,308,49.4,6.5,2150,7.7,121,302,108,72.2,0.6,1950,7.6,15,87,23,69.7,0,1869,52,64.9,90.8,87.6,71.2,90.3,77.6,92.5,100,1
33695,1.1,7.3,133,520,227.44,85,3.3,1258,7.6,155,128,79.7,3,1251,7.7,87,194,94.22,72.96,0.2,1130,7.8,16,44,22.23,80.15,0.01,1165,43.9,58.51,93.3,81.6,77.3,88,91.5,88.96,99.7,1
43563,1,7.8,95,206,132,43.9,1.5,828,7.8,74,112,57.1,1.2,856,7.9,47,158,62,64.5,0.1,85,7.9,21,99,39,66.7,0.05,891,36.5,44.6,91.7,55.3,37.3,77.9,51.9,70.5,96.7,1
34352,0.27,7.4,112,470,172,65.1,4.5,1207,7.4,100,192,64.6,4,1208,7.4,74,213,69,72.5,0.2,1175,7.6,14,97,15,72,0.01,1162,26,64.1,95,81.1,54.5,87.5,79.4,91.3,99.8,1
42202,1,7.6,184,238,316,30.4,3,1079,7.7,163,344,29.1,4,1113,7.6,122,214,92,63,0.2,1139,7.6,27,95,39,59,0,1176,25.2,73.3,95,77.9,55.6,85.3,60.1,87.7,100,5
36325,2.5,7.7,135,304,222,46.8,3.5,1087,7.7,135,250,55.2,3.5,1143,7.8,107,260,96,72.9,0.2,1162,7.9,14,96,18,68.9,0,1169,20.7,61.6,94.3,86.9,63.1,89.6,68.4,91.9,100,5
28088,0.2,7.5,153,307,124,82.3,2.5,1044,7.6,163,136,70.6,2.5,1039,7.7,97,188,62,91.9,0.2,1045,7.9,10,46,12,90,0,1038,40.5,54.4,94,89.7,75.5,93.5,85,90.3,100,1
48110,1,7.7,179,340,150,53.3,4.59,1509,7.7,168,198,48.5,5.03,1517,7.6,108,163,60,66.7,0.41,1568,7.2,14,96,10,72,0.03,1548,35.7,69.7,90.55,87,41.1,92.2,71.8,93.3,99.08,5
34094,0.99,7.8,156,483,964,23.7,18,2120,7.8,196,764,30.4,17,2110,7.8,97,170,92,60.9,0.4,1930,7.6,15,87.29,20,75,0.03,1966,50.5,88,97.6,84.5,67.67,90.4,77.85,97.9,99.9,3
35636,1.2,8,203,469,264,65.2,5.2,1489,8.1,206.2,304,65.8,8.5,1690,7.9,155,361,100,80,0.4,1718,7.5,23,97,38,88.4,0.05,1716,39.08,67.1,95.3,85.2,73.1,88.7,79.3,85.6,99,1
47718,0.7,7.8,31,81,208,20.2,0.8,715,7.8,32,246,25.2,1.5,714,7.8,122.34,80,233,20.2,0.7,712,7.9,3,25,12,73.3,0,831,39.08,5.3,53.3,83.44,68.8,90.3,69.1,94.2,100,3
36395,6.5,7.7,183,449,380,52.6,6.5,1306,7.8,258,464,50.9,7.5,1410,7.9,125,292,88,77.3,0.3,1498,7.7,23,54,19,89.5,0.02,1512,51.6,81,96,81.6,81.5,87.4,88,95,99.7,5
39383,0.6,8,216,529,248,61.3,6.3,1179,8,429,220,65.5,5,1294,7.8,140,337,138,63.8,1.5,1155,7.7,23,94,22,84.1,0,1107,67.4,37.3,70,83.6,72.1,89.4,82.2,91.1,100,1
30164,0.53,7.9,232,503,194,78.4,6,1200,7.9,407,220,80,5.5,1222,8,149,297,112,80.4,0.4,1167,7.8,19.98,87.29,14,94.3,0.01,1399,63.4,49.1,93.6,83.44,67.67,89.01,77.85,92.8,99.8,1
33251,1,7.6,225,578,256,65.6,5.5,1510,7.6,224,276,53.6,6.5,1486,7.7,119,319,102,64.7,0.3,1492,7.6,15,151,25,76.8,0.05,1461,46.9,63,95.4,87.4,52.7,93.3,73.9,90.2,99.1,1
40983,3,7.6,182,431,214,57,7,1591,7.5,219,248,58.1,5.5,1473,7.5,175,376,88,65.9,0.4,1537,7.5,23,120,25,68,0,1597,20.1,64.5,93.6,86.9,68.1,87.4,72.2,88.3,100,1
37226,1.8,7.6,198,432,224,64.3,4,2150,7.7,195,208,67.3,3.5,2100,7.6,106,290,92,73.9,0.2,2140,7.6,19,90,33,82.4,0.01,2240,45.6,55.8,95.7,82.1,69,90.4,79.2,85.3,100,1
33416,1.73,7.4,167,333,242,66.1,4.5,1960,7.6,211,202,67.3,4.5,2090,7.7,106,274,80,87.5,0.1,1942,7.7,12,73,14,78.6,0.01,1788,49.8,60.4,97.8,88.7,73.4,92.8,78.1,94.2,99.8,1
34032,1,8.2,223,470,166,72.3,5.5,1343,8.3,273,196,75.5,5,1362,8.2,161,337,92,73.9,0.5,1419,7.8,16,86,13,39.2,0,1311,41,53.1,90,90.1,74.5,92.8,81.7,92.2,100,1
43080,4.25,7.8,95,349,136,76.5,2.5,1063,7.8,132,188,74.5,2,1139,7.8,123,317,98,69.4,0.4,1218,7.5,19,67,24,83.3,0,1220,6.8,47.9,80,84.6,78.9,80,80.8,82.4,100,1
41372,1.58,7.8,119,220,128,62.5,1.5,1444,7.9,117,138,55.1,1.2,1493,7.9,91,161,76,68.4,0.3,1391,7.9,7,45,9,84.4,0.01,1431,22.2,44.9,75,92.3,72,94.1,79.5,93,99.3,1
29271,0.36,7.5,99,585,140,71.4,4.59,962,7.6,103,194,62.3,5.03,966,7.6,61,129,55,83.6,0.41,993,7.7,25,95,26,76.9,0.03,968,40.8,71.6,90.55,59,26.4,74.7,83.8,81.4,99.08,1
31191,1.98,7.9,270,321,168,66.7,4,1026,7.9,226,200,63,3.5,971,7.8,100,226,82,80.5,0.3,1009,7.7,14,51,16,82.5,0,1086,55.8,59,91.4,86,77.4,94.8,84.1,90.5,100,1
38105,1.56,8.4,230,517,218,75.2,5,1645,8.5,269,212,73.6,4.5,1676,8.3,154,349,102,80.4,0.4,1658,8,16,82,13,92.3,0.01,1658,42.8,51.9,91.1,89.6,76.5,93,84.1,94,99.8,1
36088,15,7.5,75,133,142,39.4,2,860,7.6,127,172,46.5,1.8,838,7.6,73,124,62,67.7,0.3,871,7.3,9,32,12,80,0,889,42.5,64,86.1,87.7,74.2,88,75.9,91.5,100,5
