@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
32190,0.3,7.3,200,545,258,65.1,4,1260,7.4,191,226,67.3,3.5,1198,7.5,115,244,77,76.6,0.1,1351,7.7,21,71,27,71.1,0.01,1326,39.8,65.9,97.1,81.7,70.9,89.5,87,89.5,99.8,1
37226,5.7,7.7,197,545,254,59.8,6,1202,7.7,182,248,61,4,1218,7.7,120,325,124,77,0.6,1168,7.6,20,216,18,100,0,1205,34.1,50,85,83.3,33.5,89.8,60.4,92.9,100,1
45151,1.7,8.3,185,457,184,69.6,4,1944,8.3,161,228,61.4,5.5,2050,8.1,109,325,98,75.5,0.4,2090,7.8,18,98,17,75.3,0.05,1824,32.3,57,92.7,83.5,69.8,90.3,78.6,90.8,98.8,1
47506,0.5,8,188.71,307,196,60.2,4,1557,8,206.2,228,49.1,5,1575,8,122.34,233,96,62.5,0.3,1620,7.9,19.98,74,26,60,0.01,1639,39.08,57.9,94,83.44,68.2,89.01,75.9,86.7,99.8,1
33708,0.45,7.8,171,380,164,82.9,4.5,1565,7.8,216,190,80,4.5,1589,7.8,119,279,52,100,0.1,1571,7.7,12,74,13,83.1,0.01,1560,44.9,72.6,97.8,89.9,73.5,93,80.5,92.1,99.8,1
32815,6.6,7.8,151,485,198,71.7,3.5,1535,7.7,140,156,61.5,4,1528,7.7,102,283,78,76.7,0.1,1571,7.6,13,101,14,76.8,0.01,1605,27.1,50,97.5,87.3,64.3,91.4,79.2,92.9,99.7,1
38055,3.5,7.8,221,524,188,72.3,5,1540,7.9,206.2,252,77.8,4.5,1477,7.8,128,299,82,90.2,0.2,1506,7.5,29,136,39,83.7,0.02,1503,39.08,67.5,95.6,77.3,54.5,86.9,74,79.3,99.6,1
32578,2.5,7.8,223,443,184,69.6,4,1553,7.9,214,186,71,3.5,1670,7.9,181,345,86,83.7,0.1,1643,7.8,29,86,22,90.9,0.01,1665,15.4,53.8,97.1,84,75.1,87,80.6,88,99.8,1
46069,6,8.2,185,334,156,60.3,4,1987,8.3,217,162,64.2,4,2100,8.2,121,299,114,64.9,0.5,2050,7.9,16,65,11,80,0.03,2040,44.2,29.6,87.5,86.8,78.3,91.4,80.5,92.9,99.3,1
37002,1.7,7.6,268,324,226,53.1,4,1390,7.6,265,236,53.4,4.5,1389,7.6,110,179,98,69.4,0.2,1352,7.7,13,97,15,69.3,0.02,1358,58.5,58.5,95.6,88.2,45.8,95.1,70.1,93.4,99.5,5
34277,1.5,8.2,133,531,220,73.6,7,1514,8.2,207,288,65.3,11,1535,8,92,257,72,72.2,0.4,1476,7.7,11,83,17,73.5,0.01,1429,55.6,75,96.8,88,67.7,91.7,84.4,92.3,99.9,5
45729,4.5,8.2,139,263,144,61.1,1.5,1665,8.3,159,204,50.9,2.5,1717,8,85,208,80,82.5,0.2,1807,7.8,9,51,10,90,0.01,1698,46.5,60.8,92,89.4,75.5,93.5,80.6,93.1,99.3,5
45453,1.6,7.7,203,357,222,58.6,3,1828,7.6,215,208,73.1,5,1817,7.6,98,169,86,65.1,0.2,1890,7.6,9,73,13,80.15,0,1868,54.4,58.7,96,90.8,56.8,95.6,79.6,94.1,100,5
42876,0.17,7.8,133,349,310,47.7,6.5,875,7.8,128,356,41,6,870,7.8,67,172,64,78.1,0.2,887,7.8,16,55,19,77.9,0.03,976,47.7,82,97.5,76.1,68,88,84.2,93.9,99.6,1
33522,2.5,7.7,189,416,248,58.1,5.5,1330,7.7,194,252,63.5,4.5,1931,7.8,114,304,104,71.2,0.2,1426,7.8,27,108,26,76.9,0,1416,41.2,58.7,95.6,76.3,64.5,85.7,74,89.5,100,1
34319,0.5,8.1,236,448,178,76.4,5,1325,8,241,180,76.7,4.5,1259,7.9,150,226,90,77.8,0.5,1344,7.8,16,79,17,85.3,0.01,1276,37.8,50,88.9,89.3,65,93.2,82.4,90.4,99.8,1
37710,3,7.5,312,388,204,61.8,4,1026,7.5,211,214,64.5,5,1020,7.5,111,222,86,76.7,0.2,1016,7.4,42,154,69,83.1,0.1,1092,47.4,59.8,96,62.2,30.6,86.5,60.3,66.2,97.5,1
28005,3.45,8.2,226,419,178,70.8,4.5,2210,8.3,197,218,70.6,4,2150,8.2,141,318,100,80,0.4,2170,7.8,19,100,28,75.7,0.03,1914,28.4,54.1,91.3,86.5,68.6,91.6,76.1,84.3,99.4,1
29955,0.9,7.6,203,301,146,68.5,4.59,1299,7.8,229,176,64.8,5.03,1319,7.9,135,242,108,72.2,0.41,1375,7.6,19.98,51,32,78.8,0.03,1430,41,38.6,90.55,83.44,78.9,89.01,83.1,78.1,99.08,1
36095,4.5,7.5,112,341,256,46.9,4.2,2070,7.4,101,238,47.9,3,2430,7.5,95,251,82,75.6,0.2,1930,7.6,18,114,27,74.1,0,2700,5.9,65.5,93.3,81.1,54.6,83.9,66.6,89.5,100,1
41503,8.7,7.5,133,346,274,46,4.59,1186,7.3,125,146,58.9,5.03,1203,7.1,113,196,74,73,0.41,1229,7,17,65,18,83.3,0.03,1272,9.6,49.3,90.55,85,66.8,87.2,81.2,93.4,99.08,1
37735,1.67,7.9,203,487,168,77.4,3.5,1353,8.1,231,196,70.4,5.5,1338,8.1,107,341,60,86.7,0.2,1250,7.8,17,166,15,90,0.01,1268,53.7,69.4,96.4,84.1,51.3,91.6,65.9,91.1,99.7,1
38058,1,7.8,193,424,170,74.1,4,1406,7.7,226,356,71.9,4.5,1324,7.7,187,352,118,78,0.5,1360,7.5,24,88,29,87.4,0.02,1445,17.3,66.9,90,87.2,75,87.6,79.2,82.9,99.5,1
38990,1.4,7.8,189,357,172,67.4,4,1160,7.7,213,212,62.3,5.5,1232,7.7,123,255,80,80,0.3,1237,7.6,30,122,42,81,0.05,1304,42.3,62.3,94.5,75.6,52.2,84.1,65.8,75.6,98.8,1
37646,1,7.8,355,556,184,50,3.3,1278,7.8,308,194,51.5,3,1376,7.8,122,216,78,71.8,0.2,1395,7.7,42,124,48,74.2,0.05,1310,60.4,59.8,93.3,65.6,42.6,88.2,77.7,73.9,98.5,5
45183,0.4,7.8,205,347,142,67.6,4.59,1373,7.7,339,148,68.9,5.03,1312,7.8,101,219,72,81.9,0.41,1409,7.7,19,100,19,85.1,0.03,1473,70.2,51.4,90.55,81.2,54.3,90.7,71.2,86.6,99.08,1
35445,2.5,7.9,182,388,272,43.4,3.5,1704,7.9,166,262,48.1,4,1731,7.9,110,274,82,51.2,0.2,1734,8,18,71,18,53.3,0,1788,33.7,68.7,96.3,83.6,74.1,90.1,81.7,93.4,100,5
60081,3.5,7.6,100,212,280,34.3,3.5,651,7.6,121,288,36.1,3,646,7.5,73,149,98,44.9,0.5,697,7.4,15,59,14,85.7,0,937,39.7,66,83.3,79.5,60.4,85,72.2,95,100,1
43536,2.5,7.8,267,342,202,58.4,2,1327,7.7,254,172,69.8,2,1306,7.8,130,349,120,66.7,0.4,1450,7.7,12,77,16,87.5,0,1454,48.8,30.2,80,90.8,77.9,95.5,77.5,92.1,99.08,1
38572,3,7.8,202,372,186,68.8,4.5,1644,7.8,206.2,248,66.1,8.5,1762,7.7,150,460,100,76,0.3,1768,7.5,20,100,28,82.1,0,1764,39.08,59.7,96.5,86.7,78.3,90.1,73.1,84.9,100,1
42614,0.35,8.3,113,347,120,71.7,2.5,1385,8.2,106,134,74.6,2.5,1377,8.1,98,279,68,88.2,0.4,1380,7.8,7,84,11,90.9,0.01,1355,7.5,49.3,84,92.9,69.9,93.8,75.8,90.8,100,1
34823,0.27,7.9,170,332,226,64.6,5.4,1219,7.9,163,272,58.8,5.5,1223,7.9,94,192,78,76.9,0.2,1134,7.8,21,24,18,83.3,0.02,1105,42.3,71.3,96.4,77.7,87.5,87.6,92.8,92,99.6,1
33210,1.25,7.5,164,353,218,61.5,4.5,1535,7.6,185,244,58.2,5,1489,7.7,107,229,80,75,0.2,1573,7.6,15,59,14,71.4,0.02,1679,42.2,67.2,97,86,74.2,90.9,83.3,93.6,99.6,1
34637,3.5,8.1,231,368,162,76.5,4,1854,8.1,273,158,74.7,4.5,1846,8.1,158,308,76,86.8,0.4,1822,7.8,18,92,15,83.3,0,1734,42.1,51.9,92.2,88.6,70.1,92.2,75,90.7,100,1
44101,1.5,7.8,188.71,407,166,66.3,4.5,2110,7.9,206.2,228,70.2,5.5,2120,7.9,122.34,280,94,72.3,0.3,2010,7.3,19.98,84,21,81,0.02,2000,39.08,58.8,95.5,83.44,70,89.01,79.4,87.3,99.6,1
32372,1.5,7.8,174,404,192,63.5,3.5,1056,7.7,182,210,61,4.5,1064,7.7,140,243,104,76.9,0.4,1078,7.7,13,55,18,83.3,0,1165,23.1,50.5,91.1,90.7,77.4,92.5,86.4,90.6,100,1
27219,1.5,8.3,302,566,212,69.8,5.7,2270,8.3,319,216,68.5,6.3,2240,8.1,122.34,475,144,73.6,1.7,2200,7.7,19.98,87.29,22.23,80.15,0.03,1494.81,39.08,33.3,73,83.44,67.67,89.01,77.85,88.96,99.08,1
37881,3,7.7,257,588,328,60.4,7,1392,7.7,213,272,60.3,6.5,1432,7.8,174,344,116,70.7,0.8,1356,7.6,26,92,44,74.2,0.3,1213,18.3,57.4,87.7,85.1,73.3,89.9,84.4,86.6,95.7,1
28819,2.24,8.4,195,392,188,70.2,4,2790,8.2,218,210,66.7,4,2680,8,130,267,82,78,0.3,2550,7.9,18,86,19,78.9,0,2520,40.4,61,93.8,86.2,67.8,90.8,78.1,89.9,100,1
32308,1.75,7.7,118,295,178,62.9,3,1459,7.7,137,236,53.4,4,1442,7.7,103,231,104,67.3,0.3,1474,7.6,12,72,11,81.8,0.02,1607,24.8,55.9,92.5,88.3,68.8,89.8,75.6,93.8,99.3,1
46669,1.75,7.8,188.71,340,168,71.4,2.3,1477,7.8,206.2,228,64.9,4.5,1379,7.8,122.34,368,110,72.7,0.6,1550,7.6,19.98,87.29,22.23,80.15,0.03,1445,39.08,51.8,86.7,83.44,67.67,89.01,77.85,88.96,99.08,1
37226,6.3,7.7,146,375,244,57.4,4,1413,7.8,158,280,55.7,6.5,1486,7.7,116,282,96,81.3,0.7,1449,7.6,23,112,32,82.5,0.01,1410,26.6,65.7,89.2,80.2,60.3,84.2,70.1,86.9,99.8,1
