@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
33968,1.5,7.7,198,546,308,62.3,13,1869,7.8,239,420,53.3,19,1893,7.9,81,222,76,84.2,0.4,1804,7.7,17,79,27,77.8,0.05,1792,66.1,81.9,97.9,79,64.4,91.4,85.5,91.2,99.6,5
32100,1.5,7.5,277,523,324,67.9,7,1817,7.6,315,348,56.3,9,1816,7.8,154,297,84,66.7,0.2,1829,7.7,21,53,19,77.9,0,1819,51.1,75.9,98.3,86.4,82.2,92.4,89.9,94.1,100,5
36510,1.5,7.9,91,325,122,77,3.5,1026,7.9,109,124,93.5,3.7,1063,7.8,81,227,64,96.9,0.4,983,7.7,15,74,11,100,0,1039,25.7,48.4,89.2,81.5,67.4,83.5,77.2,91,100,1
42587,2,7.8,77,256,248,30.6,2.5,910,7.9,71,270,28.9,3,931,7.9,26,120,71,45.1,0.3,917,8,7,62,9,93.3,0,919,63.4,73.7,90,73.1,48.3,90.9,75.8,96.4,100,1
31437,0.47,7.6,132,304,148,64.9,2,939,7.7,147,156,61.5,1.8,974,7.8,80,155,62,77.4,0.1,1008,7.9,14,42,13,83.1,0.01,1012,45.6,60.3,94.4,82.5,72.9,89.4,86.2,91.2,99.5,1
34535,1,7.8,232,518,220,65.5,5.5,1617,7.9,230,202,71.3,4,1593,7.8,155,364,76,81.6,0.2,1594,7.5,29,146,31,77.4,0.01,1492,32.6,62.4,95,81.3,59.9,87.5,71.8,85.9,99.8,1
47222,2.21,8.1,148,321,142,73.2,3,1681,8.1,194,242,66.9,7,1704,8,130,274,104,75,0.8,1653,7.8,12,78,14,82.9,0.01,1705,33,57,88.6,90.8,71.5,91.9,75.7,90.1,99.7,1
34299,3,7.8,210,725,350,41.7,5,1265,7.8,238,428,42.1,7.5,1262,7.8,136,306,106,47.2,0.4,1287,7.6,21,94,18,66.7,0.02,1309,42.9,75.2,94.7,84.6,69.3,90,87,94.9,99.6,5
48950,2.5,8.1,109,211,880,13.2,5.5,1745,7.9,154,1108,13.7,7,1534,8,46,111,118,44.1,0.4,1556,7.9,7,35,13,76.9,0.01,1495,70.1,89.4,95,84.8,68.5,93.6,83.4,98.5,99.8,3
37143,0.7,8.2,222,493,162,75.3,5.3,1620,8.3,211,162,72.8,4,1746,8.2,140,330,86,83.7,0.6,1834,7.7,16,105,11,81.8,0.01,1734,33.6,46.9,85,88.6,68.2,92.8,78.7,93.2,100,1
29414,3,7.6,160,374,168,69,3.1,1042,7.6,220,246,69.9,4.6,1057,7.6,126,299,112,75,0.2,1085,7.4,19,79,28,82,0,1087,42.7,54.5,95.7,84.9,73.6,88.1,78.9,83.3,100,1
40745,1.5,7.7,156,547,166,66.3,6,1667,7.9,135,174,67.8,4,1730,7.9,118,333,100,74,1,1619,7.7,15,120,17,82.4,0.02,1576,12.6,42.5,75,87.3,64,90.4,78.1,89.8,99.7,1
46659,2,7.7,175,321,176,58,3.5,1335,7.8,198,192,58.3,4,1418,7.7,141,281,76,78.9,0.3,1316,7.5,12,67,11,100,0,1308,28.8,60.4,92.5,91.5,76.2,93.1,79.1,93.8,100,1
37102,2,7.8,196,353,174,67.8,4,1315,7.8,152,162,76.5,3,1322,7.7,127,270,100,74,0.8,1337,7.6,24,71,24,91.7,0.02,1509,16.4,38.3,73.3,81.1,73.7,87.8,79.9,86.2,99.5,1
25687,1.23,8.2,316,743,280,72.1,6.5,2390,7.8,363,260,70.8,7,2460,8.1,169,408,112,76.8,0.3,2380,7.7,16,98,16,77.5,0.01,2210,53.4,56.9,96.4,90.5,76,94.9,86.8,94.3,99.8,1
31114,1,7.8,181,462,216,62,5.5,1315,7.8,197,354,54.2,8,1377,7.8,124,307,118,64.4,0.3,1270,7.7,22,68,20,75,0.05,1142,37.1,66.7,96.3,82.3,77.9,87.8,85.3,90.7,99.1,1
32527,3,7.8,187,460,180,67.8,5.2,1832,7.9,219,236,66.1,5.5,1920,7.8,190,355,100,80,0.3,1646,7.5,28,105,30,82,0,1590,13.2,57.6,95.5,85.3,70.4,85,77.2,83.3,100,1
35389,0.36,7.6,157,392,232,53.4,5,1565,7.7,163,274,54,6,1517,7.8,103,250,76,81.6,0.2,1630,7.6,18,65,22,81.8,0.03,1610,36.8,72.3,97.5,82.5,74,88.5,83.4,90.5,99.5,1
43830,1.5,7.8,177,512,214,58.9,5.5,1605,7.7,164,256,71.9,5.5,1599,7.7,118,320,70,88.6,0.4,1401,7.6,25,203,20,85,0,1110,28,72.7,92.7,78.8,36.6,85.9,60.4,90.7,100,1
