@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
39891,2,7.6,178,416,188,60.6,4.5,1301,7.6,174,166,69.9,3.5,1267,7.6,164,368,106,69.8,0.4,1280,7.3,22,140,20,70,0,1262,5.7,36.1,88.6,86.6,62,87.6,66.3,89.4,100,1
15519,3.6,7.6,148,400,564,31.6,7,1554,7.6,235,798,28.6,11,1515,7.6,49,151,120,48.3,0.4,1259,7.7,11,54,9,80,0,1267,79.1,85,96.8,77.6,64.2,92.6,86.5,98.4,100,5
34347,0.8,7.9,155,243,210,47.6,2.5,848,7.9,170,138,52.2,1.5,858,8,89,133,74,75.7,0.3,902,8,9,35,12,58.3,0.02,898,47.6,46.4,83.3,89.9,73.7,94.2,85.6,94.3,99.2,1
36976,0.94,7.9,152,510,136,67.6,3,1235,7.7,145,148,66.2,2.5,1266,7.7,75,204,72,69.4,0.3,1247,7.6,16,65,11,90.9,0.02,1279,48.3,51.4,88,78.7,68.1,89.5,87.3,91.9,99.3,1
37419,1.2,7.6,219,446,222,61.3,5.5,1600,7.7,266,240,70,5,1645,7.6,172,345,102,84.3,0.4,1670,7.5,42,175,53,84.2,0.02,1780,35.3,57.5,92,75.6,49.3,80.8,60.8,76.1,99.6,1
39421,1,7.9,189,457,1004,25.5,24,1218,7.8,234,1384,25.4,35,1257,7.7,156,323,140,65.7,0.3,1308,7.8,19,79,21,81,0.05,1172,33.3,89.9,99.1,87.8,75.5,89.9,82.7,97.9,100,3
40868,1.5,8.1,206,490,190,68.4,5.2,1392,8,220,224,69.6,6,1505,8.1,178,363,92,80.4,0.4,1532,7.7,16,86,26,82.1,0,1574,19.1,58.9,93.3,91,76.3,92.2,82.4,86.3,100,1
33239,2.5,7.8,217,591,264,66.7,7.5,1234,7.7,227,500,52.8,8.5,1219,7.8,135,338,132,66.7,0.3,1294,7.7,17,84,27,77.8,0.02,1247,40.5,73.6,97.1,87.4,75.1,92.2,85.8,89.8,99.7,5
36967,1,7.6,202,426,248,80.6,5.5,2310,7.7,326,404,56.4,7,2180,7.7,142,280,146,65.8,0.6,1909,7.7,33,92,23,73,0.02,1813,56.4,63.9,92.1,76.8,67.1,83.7,78.4,90.7,99.6,5
40923,3.5,7.6,146,329,188,57.4,2.5,1300,7.6,162,132,63.6,2,1324,7.6,109,243,88,81.8,0.2,1467,7.5,19,94,41,82.9,0.02,1545,32.7,33.3,90,82.6,61.3,87,71.4,78.2,99.2,1
26040,2.1,8.1,302,702,244,75.4,8.5,2480,8,357,304,71.1,11.5,2250,8,194,412,114,82.5,0.2,2640,7.8,19,118,18,83.3,0,2590,45.7,62.5,98.3,90.2,71.4,93.7,83.2,92.6,100,1
39246,2,7.8,172,506,200,69,5,1865,7.8,208,248,66.1,6.5,1929,7.8,164,463,100,78,0.6,1825,7.6,19,157,27,87,0.02,1616,21.2,59.7,90.8,88.4,66.1,89,69,86.5,99.6,1
36215,6.45,7.5,161,392,266,48.1,6,1156,7.8,252,208,47.1,3.5,1105,7.9,110,238,82,78,0.4,1108,7.7,15,59,13,83.1,0.02,1035,56.3,60.6,88.6,86.4,75.2,90.7,84.9,95.1,99.7,5
44343,1.25,8,169,327,126,68.3,2.5,1940,8.1,172,180,77.8,2.5,1950,7.8,106,272,78,79.5,0.2,1886,7.9,15,93,17,72.9,0.02,1891,38.4,56.7,92,85.8,65.8,91.1,71.6,86.5,99.2,1
36452,0.47,8.2,154,310,128,71.9,3,1520,8.2,164,148,70.3,3,1350,8.1,126,237,82,80.5,0.2,1403,7.7,15,50,11,90.9,0,1280,23.2,44.6,93.3,88.1,78.9,90.3,83.9,91.4,100,1
44869,0.9,7.7,133,410,204,62.7,4.5,1490,7.7,161,256,57.8,4.5,1421,7.7,69,251,88,68.2,0.3,1386,7.7,8,144,11,80,0.02,1361,57.1,65.6,94.4,88.4,42.6,94,64.9,94.6,99.6,5
33773,4.07,7.9,233,506,222,72.1,4.5,1410,7.9,328,242,68.6,5.8,1366,7.9,201,388,102,84.3,0.4,1589,7.7,18,90,16,93.8,0.02,1461,38.7,57.9,93.9,91,76.8,92.3,82.2,92.8,99.6,1
33090,0.4,7.9,205,453,198,70.7,5,1479,7.9,199,214,70.1,5.5,1530,7.9,130,301,92,76.1,0.3,1401,7.8,15,70,22,63.6,0,1233,34.7,57,94.5,88.5,76.7,92.7,84.5,88.9,100,1
35573,7.3,7.6,176,333,178,64,3.5,1627,7.7,170,178,67.4,3,1684,7.6,122.34,247,106,77.4,0.2,1720,7.6,16,67,23,80,0.05,1799,39.08,40.4,95,83.44,72.9,90.9,79.9,88.96,98.6,1
42230,0.7,8.1,132,288,144,61.39,1.3,1581,8.3,143,196,60.37,3,1705,8.3,80,184,74,72.96,0.2,1717,8.3,11,64,13,80.15,0,1720,44.1,62.2,93.3,86.3,65.2,91.7,77.8,91,100,5
25342,2,8.3,275,494,212,78.3,4.5,2070,8.3,411,322,73.3,10,2200,8.2,167,371,118,88.1,0.5,2240,7.8,18,138,22,80.15,0.02,2230,39.08,58.51,90.55,83.44,67.67,89.01,77.85,88.96,99.08,1
42667,2.7,8.3,173,427,208,71.2,5.5,1979,8.4,221,204,70.6,5,1955,8.3,113,291,82,82.9,0.2,1862,7.7,16,105,20,86,0.02,1789,48.9,59.8,97,85.8,63.9,90.8,75.4,90.4,99.6,1
39003,1.2,7.8,183,456,232,65.5,5,1262,7.8,198,216,55.6,4.5,1247,7.9,107,266,84,57.1,0.2,1305,7.8,19,60,12,75,0,1234,46,61.1,96.7,82.2,77.4,89.6,86.8,94.8,100,5
31967,3.25,7.9,222,516,456,46.5,8.5,1335,7.9,302,374,52.9,9,1393,7.8,161,352,110,74.6,0.4,1450,7.7,21,96,19,82.1,0.02,1493,46.7,70.6,95.6,87,72.7,90.5,81.4,95.8,99.8,5
40078,1.4,7.9,198,464,228,64.9,4.6,1431,7.6,243,272,64.7,7.5,1606,7.8,177,319,88,81.8,0.2,1556,7.8,17,102,22,81.8,0,1475,27.2,67.6,97.3,90.4,68,91.4,78,90.4,100,1
33813,2.85,7.7,212,468,224,66.1,4.5,1475,7.8,337,260,62.3,6,1506,7.9,149,320,114,75.4,0.3,1612,7.8,18,92,14,85.7,0.02,1654,55.8,56.2,95.8,87.9,71.3,91.5,80.3,93.8,99.6,1
46200,2.5,8.3,192,294,172,55.8,3.5,1983,8.3,157,150,61.3,2,1934,8.1,107,207,104,61.5,0.4,1886,7.9,15,69,20,84,0.02,1880,31.8,30.7,82.5,86,66.7,92.2,76.5,88.4,99.4,1
39343,4.8,8,140,555,282,45.4,6.5,850,8,134,208,48.1,3.5,890,7.9,44,160,76,60.5,0.2,906,7.8,7,75,10,72,0.02,882,67.2,63.5,94.3,84.1,53.1,95,86.5,96.5,99.7,1
45191,2,8,125,324,362,35.9,5,1093,7.7,297,804,32.8,13,1086,7.9,84,204,124,53.2,0.6,1105,7.9,28,128,14,74.3,0.02,1008,71.7,84.6,95.4,66.7,37.3,77.6,60.5,96.1,99.6,5
32009,2.87,8.1,288,459,216,73.2,4.59,1755,8,399,258,71.3,5.03,1690,7.9,183,364,104,76.9,0.41,1729,7.6,18,75,18,84.4,0.03,1750,54.1,59.7,90.55,90.2,79.4,93.8,83.7,91.7,99.08,1
32334,19.1,7.6,179,461,298,55.7,5,1340,7.6,225,212,63.2,5.5,1395,7.5,111,307,84,76.2,0.2,1292,7.4,20,125,24,78.3,0.01,1300,50.7,60.4,96.4,82,59.3,88.8,72.9,91.9,99.8,5
35395,0.56,7.8,273,473,210,73.3,4.5,1232,7.9,213,224,68.8,6,1257,7.9,170,310,116,79.3,0.1,1214,7.7,22,85,22,78.8,0,1116,20.2,48.2,98.3,87.1,72.6,91.9,82,89.5,100,1
32441,0.8,8.1,198,351,134,76.1,2.5,1341,8.1,264,142,73.2,2.5,1300,8.1,138,234,98,83.7,0.3,1355,7.9,15,77,17,85.3,0.01,1394,47.7,31,88,89.1,67.1,92.4,78.1,87.3,99.6,1
38905,0.3,7.7,58,197,130,64.6,2,1135,7.7,85,146,61.6,2.5,1169,7.8,44,123,54,79.6,0.2,1141,7.9,20,42,16,67.5,0.02,1143,48.2,63,94,54.5,65.9,65.5,78.7,87.7,99,1
33331,0.23,7.6,92,233,234,37.6,1.4,829,7.6,103,172,57,1.5,852,7.6,65,167,97,58.8,0.2,879,7.7,8,47,18,77.8,0.01,929,36.9,43.6,86.7,87.7,71.9,91.3,79.8,92.3,99.3,1
38052,0.8,7.6,94,409,194,57.7,2.5,997,7.6,206.2,192,54.2,2.5,996,7.7,122.34,194,103,57.3,0.7,988,7.9,14,65,11,69.1,0.02,990,39.08,46.4,72,83.44,66.5,85.1,84.1,94.3,99.2,5
29834,3,7.4,160,348,194,61.9,3,1720,7.5,148,172,65.1,2.5,1729,7.6,105,265,80,82.5,0.2,1780,7.7,15,95,28,77.1,0.02,1772,29.1,53.5,92,85.7,64.2,90.6,72.7,85.6,99.3,1
33290,1,7.7,128,392,236,59.3,3.2,2100,7.6,130,176,56.8,4,2200,7.7,118,272,88,59.1,0.2,2010,7.8,19.98,164,49,67.3,0.05,2070,9.2,50,95,83.44,39.7,89.01,58.2,79.2,98.4,1
41206,3.3,7.8,117,366,500,27.2,4.2,3230,7.8,135,620,32.3,7,3170,7.7,81,181,106,49.1,0.2,3690,7.8,12,67,12,75,0,3950,40,82.9,97.1,85.2,63,89.7,81.7,97.6,100,3
44324,1.6,7.8,174,173,134,68.7,2.5,967,7.8,165,114,68.4,2,980,7.8,104,202,100,70,0.3,1013,7.8,21,81,28,75.7,0.1,1105,37,12.3,87.5,79.8,59.9,87.9,53.2,79.1,96,1
40376,2.36,8.1,204,333,174,67.8,3,2390,7.8,231,156,74.4,2.5,2540,7.8,136,325,78,79.5,0.4,2580,7.6,32,153,98,87.8,0,2550,41.1,50,84,76.5,52.9,84.3,54.1,43.7,100,1
48657,1.7,7.7,72,180,122,49.2,2.5,990,7.7,98,122,45.9,1.8,986,7.6,61,180,70,62.9,0.2,923,7.6,21,72,18,83.3,0,1109,37.8,42.6,88.9,65.6,60,70.8,60,85.2,100,1
