@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
36479,3.8,8.1,192,422,176,68.2,4.5,2080,8,202,220,63.6,5.7,2100,7.9,132,367,118,79.7,1.2,2140,7.8,20,152,16,87.5,0,2290,34.7,46.4,78.9,84.8,58.6,89.6,64,90.9,100,1
36162,2.5,7.4,224,421,204,68.6,5,1328,7.7,293,248,64.5,6.5,1341,7.7,119,282,94,72.3,0.2,1331,7.7,18,98,20,80,0.1,1265,59.4,62.1,96.9,84.9,65.2,92,76.7,90.2,98,1
33064,1.2,7.7,266,438,200,62,4.5,1396,7.9,217,214,62.6,4.5,1423,7.9,137,269,74,75.7,0.2,1471,7.8,13,104,16,77.5,0.02,1441,36.9,65.4,95.6,90.5,61.3,95.1,76.3,92,99.6,1
44364,2.5,8,182,364,154,68.8,3,1672,8.1,156,224,49.1,3.5,1750,8,136,261,86,65.1,0.2,1694,7.8,20,83,17,77.6,0.01,1683,12.8,61.6,94.3,85.3,68.2,89,77.2,89,99.7,1
49986,2.71,7.8,158,256,194,47.4,3,1831,7.8,218,240,46.7,4,1860,7.8,94,198,98,59.2,0.3,1862,7.7,10,66,9,75.6,0,1813,56.9,59.2,92.5,89.4,66.7,93.7,74.2,95.4,100,5
30848,0.2,7.7,142,376,144,70.8,3,940,7.6,129,164,69.5,7.5,918,7.6,122.34,255,86,79.1,0.2,933,7.8,9,57,14,82.9,0.02,947,39.08,47.6,97.3,83.44,77.6,93.7,84.8,90.3,99.3,1
55930,1.2,7.8,223,459,364,45.6,5.5,2220,8,220,346,41,4.5,2300,7.9,85,199,63,74.6,0.1,2240,8,19,56,23,78.3,0.05,2350,61.4,81.8,97.8,77.6,71.9,91.5,87.8,93.7,99.1,5
33434,3.2,7.9,223,538,284,62.7,7.5,1425,8,218,256,63.3,6.5,1441,7.9,153,355,112,78.6,0.5,1403,7.9,18,104,19,84.2,0.02,1391,29.8,56.3,92.3,88.2,70.7,91.9,80.7,93.3,99.7,1
35456,6.36,8.1,184,412,216,62,5,1800,8.1,194,234,61.5,5,1770,8,116,276,106,66,0.5,1817,7.7,14,84,12,91.7,0.02,1760,40.2,54.7,90,87.9,69.6,92.4,79.6,94.4,99.6,1
36421,2.98,8.2,240,507,356,60.7,9,1672,8.2,225,300,60.7,8,1663,8.1,135,293,94,76.6,0.4,1622,7.7,22,78,20,86,0.02,1454,40,68.7,95,83.7,73.4,90.8,84.6,94.4,100,1
30055,5.7,7.8,230,422,222,71.2,5,1733,7.9,379,400,65,10,1790,8,194,346,122,82,0.9,1743,7.7,27,106,24,85,0.02,1629,48.8,69.5,91,86.1,69.4,88.3,74.9,89.2,100,1
41569,3.3,7.9,115,357,334,33.5,3.5,1760,8,186,464,37.9,6,1858,8,92,230,110,54.5,0.5,1785,7.9,8,61,18,57.8,0.02,1595,50.5,76.3,92.5,91.3,73.5,93,82.9,94.6,99.4,5
32929,1.2,7.8,246,641,376,56.4,6,1683,7.8,265,378,58.2,8,1724,7.9,132,338,170,63.5,1.7,1710,7.9,31,100,34,79.4,0.02,1742,50.2,55,79.4,76.5,70.4,87.4,84.4,91,99.7,1
25957,0.6,8.1,404,455,448,38.4,5,1229,7.8,491,692,38.7,11.5,1279,7.8,285,274.04,110,70.9,0.4,1156,7.8,20,83,25,90.7,0.05,1021,42,84.1,97,93,67.67,95,81.8,94.4,99,5
47665,1.2,7.7,156,405,200,74,4,1856,7.6,178,184,71.7,3.5,1976,7.5,128,302,92,78.3,0.3,1920,7.6,19,71,23,78.3,0.01,1706,28.1,50,91.4,85.2,76.5,87.8,82.5,88.5,99.8,1
42394,1.51,8.2,241,688,270,53.3,4.5,1566,8.2,331,244,55.7,4.2,1571,8.2,125,294,108,61.1,0.2,1550,7.8,26,87.29,21,64.8,0.01,1409,62.2,55.7,95.2,79.2,67.67,89.2,77.85,92.2,99.8,5
35509,1.14,7.8,181,358,228,64,4.3,1224,7.9,243,456,49.6,9.5,1263,7.9,107,272,112,66.7,0.3,1265,7.8,16,105,16,75,0.01,1268,56,75.4,96.8,85,61.4,91.2,70.7,93,99.8,5
33322,0.4,7.6,217,315,400,59,3.5,2080,7.5,225,376,64.9,4,2090,7.4,131,215,67,77.6,0.1,2190,7.5,22,81,28,71.4,0.05,2170,41.8,82.2,97.5,83.2,62.3,89.9,74.3,93,98.6,5
42857,1.5,7.7,238,319,292,33.8,3.5,1261,7.6,170,268,31.3,4.2,1204,7.6,116,276,104,51.9,0.3,1261,7.4,320,350,238,73.9,2,1304,31.8,61.2,92.9,83.44,67.67,89.01,77.85,18.5,42.9,3
47449,1.7,7.8,170,401,158,67.1,4,1292,7.8,184,172,69.8,3.5,1413,7.8,167,345,102,74.5,0.7,1568,7.5,26,87,27,77.8,0.05,1635,9.2,40.7,80,84.4,74.8,84.7,78.3,82.9,98.8,1
33371,0.82,7.8,290,448,218,66.9,5.5,1842,8,254,200,62,5,1829,7.9,137,312,90,75.5,0.3,1856,7.8,19,92,22,79.5,0.05,1843,46.1,55,94,86.1,70.5,93.4,79.5,89.9,99.1,1
45804,2.2,7.9,170,380,146,79.5,4.5,1949,7.9,236,160,76.3,4.5,1957,7.9,161,328,82,90.2,0.6,2110,7.8,23,127,21,93.3,0.02,2130,31.8,48.8,86.7,85.7,61.3,86.5,66.6,85.6,99.6,1
35190,10,8.1,227,812,350,59.4,0.7,1512,8.1,323,358,59.8,7.3,1592,8.1,175,412,150,70.7,1.2,1524,7.8,21,91,20,90,0.1,1565,45.8,58.1,83.4,88,77.9,90.7,88.8,94.3,85.7,1
44858,1.41,8.1,380,318,194,55.7,2.7,1970,8.1,137,188,55.3,1.8,2080,8,99,239,104,63.5,0.4,2130,7.9,16,71,22,59.1,0.02,2190,27.7,44.7,77.8,83.8,70.3,95.8,77.7,88.7,99.3,1
34408,0.25,8,174,442,268,57.5,5.7,1306,7.9,180,302,64.2,7.2,1316,7.9,121,275,96,70.8,0.4,1219,7.9,20,54,18,77.8,0.02,1241,32.8,68.2,94.4,83.5,80.4,88.5,87.8,93.3,99.6,1
31524,1.6,7.9,188.71,478,204,64.7,6,1798,7.9,206.2,214,66.4,7.2,1814,7.9,122.34,365,120,70,2.5,1713,7.8,19.98,90,21,85.7,0.05,1568,39.08,43.9,65.3,83.44,75.3,89.01,81.2,89.7,99.2,1
47306,0.14,8.2,206,324,166,63.9,3.5,1782,8,261,146,68.5,3,1830,8,105,220,84,71.4,0.2,1879,7.8,12,66,23,66.1,0.05,1833,59.8,42.5,93.3,88.6,70,94.2,79.6,86.1,98.6,1
42046,1.95,7.8,255,282,166,67.5,2,950,7.8,284,172,65.1,2,965,7.8,164,259,112,76.8,0.5,971,7.9,13,56,20,80,0.02,1093,42.3,34.9,75,92.1,78.4,94.9,80.1,88,99,1
32723,0.16,7.7,93,252,176,56.8,2.3,894,7.7,108,146,65.8,3,873,7.7,63,224,55,78.2,0.2,915,7.9,19,54,6,100,0.01,942,39.08,62.3,93.3,69.8,75.9,79.6,78.6,96.6,99.6,1
30935,2,8.1,255,550,214,69.2,5.5,1919,8.2,227,246,67.5,8,1917,8.1,161,372,100,78,0.2,1815,7.8,18,87,22,81.8,0,1690,29.1,59.3,97.5,88.8,76.6,92.9,84.2,89.7,100,1
39165,1.2,7.4,250,447,252,61.1,7,1533,7.4,275,216,57.4,6.5,1501,7.4,138,269,90,73.3,0.5,1458,7.3,14,9,20,82.5,0,1402,49.8,58.3,92.3,89.9,96.8,94.4,98.1,92.1,100,1
27838,0.13,7.6,179,265,128,71.9,1.8,992,7.6,102,120,85,2,1012,7.7,88,188,66,84.9,0.1,1036,7.9,11,54,14,82.9,0,1044,13.7,45,95,87.5,71.3,93.9,79.6,89.1,100,1
35729,2.5,7.9,205,529,264,61.4,6.5,2750,7.9,220,324,60.5,6,2850,7.8,111,325,90,73.3,0.3,2550,7.8,11,87.29,9,62.2,0,2500,49.5,72.2,95,90.1,67.67,94.6,77.85,96.6,100,5
53012,3.5,8.2,157,361,208,51,5,1015,8.2,197,188,53.2,4,931,8.1,93,204,86,60.5,0.3,1019,7.9,12,51,17,58.8,0.02,967,52.8,54.3,93.8,87.1,75,92.4,85.9,91.8,99.6,1
34536,0.47,7.6,133,316,188,61.7,2.5,1273,7.5,219,218,59.6,3.5,1322,7.6,69,264,92,71.7,0.2,1373,7.7,20,104,22,76.4,0.01,1371,68.5,57.8,94.3,71,60.6,85,67.1,88.3,99.6,1
40578,3.28,7.9,174,406.89,160,67.5,3.1,1433,7.9,203,146,65.8,3,1388,7.9,133,274.04,82,80.5,0.2,1472,7.8,17,87.29,18,79.8,0,1459,34.5,43.8,93.3,87.2,67.67,90.2,77.85,88.8,100,1
27933,0.2,7.6,158,375,178,60.7,3.5,1049,7.7,153,168,59.5,3,992,7.7,49,177,56,71.4,0.1,910,7.9,9,103,30,64,0.05,828,68,66.7,96.7,81.6,41.8,94.3,72.5,83.1,98.6,1
43497,2.1,7.8,134,323,190,61.1,4.5,2070,7.8,126,206,54.4,3,2050,7.9,85,229,118,61,0.3,1784,7.7,15,56,13,84.6,0.02,1680,32.5,42.7,90,82.4,75.5,88.8,82.7,93.2,99.6,1
27998,0.62,7.5,138,268,154,66.2,1.7,890,7.5,105,166,64,1.5,880,7.7,65,157,97,64.9,0.2,827,7.8,8,33,13,84.6,0.02,858,38.1,41.6,86.7,87.7,79,94.2,87.7,91.6,98.8,1
31404,0.8,8,188.71,321,160,67.5,2.5,1096,7.9,206.2,164,61,2.5,1136,7.9,122.34,179,85,65.9,0.3,1082,8.1,11,98,15,66.7,0,1061,39.08,48.2,88,83.44,45.3,89.01,69.5,90.6,100,1
47032,1.5,8.2,139,294,256,40.6,3,1456,8.1,140,260,38.5,2.5,1361,8,81,172,90,55.6,0.2,1504,7.7,11,55,14,71.4,0,1751,42.1,65.4,92,86.4,68,92.1,81.3,94.5,100,5
33545,1.3,8.2,145,747,310,55.5,6,1059,8.2,181,264,53,4.7,1056,8.1,118,353,110,65.5,1,1082,7.7,15,100,18,77.8,0.02,1210,34.8,58.3,78.7,87.3,71.7,89.7,86.6,94.2,99.7,1
