@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
32888,6.25,8.1,185,401,156,79.5,4,1513,8.2,170,224,73.2,5.5,1593,8.1,149,296,86,90.7,0.4,1653,7.8,24,97,22,90.9,0.01,1682,12.4,61.6,92.7,83.9,67.2,87,75.8,85.9,100,1
35729,2.9,7.7,334,841,616,59.7,14,1285,7.8,357,572,55.9,15.5,1378,7.9,170,274.04,102,80.4,0.4,1420,7.8,23,100,20,96.7,0,1433,52.4,82.2,97.4,86.5,67.67,93.1,88.1,96.8,100,5
30442,4.5,7.8,152,318,204,55.9,3.5,1615,7.9,135,236,56.8,4.5,1595,7.9,103,198,74,75.7,0.3,1630,7.9,13,62,13,86.2,0.01,1534,23.7,68.6,93.3,87.4,68.7,91.4,80.5,93.6,99.7,1
35081,0.8,7.7,431,532,210,65.7,5,1535,7.6,409,224,58.9,6,1561,7.8,210,360,98,65.3,0.2,1472,7.7,13,132,13,50,0,1516,48.7,56.3,96.7,93.8,63.3,97,75.2,93.8,100,1
34879,1,7.5,319,465,214,63.6,5.5,1308,7.6,364,388,50.5,7.5,1344,7.7,143,261,100,70,0.4,1378,7.7,18,104,11,87.3,0.02,1345,60.7,74.2,94.7,87.4,60.2,94.4,77.6,94.9,99.6,5
52851,0.3,8.1,64,161,172,40.7,2,1350,8,59,146,45.2,1.1,1315,7.9,44,114,63,63.5,0.1,292,8.1,8,31,14,80,0,1400,25.4,56.8,90.9,81.8,72.8,87.5,80.7,91.9,100,5
34886,8,7.7,211,488,268,53.7,5.8,1212,7.9,265,348,57.5,8.5,1274,7.7,151,306,88,79.5,0.2,1309,7.7,15,63,12,83.3,0,1320,43,74.7,97.6,90.1,79.4,92.9,87.1,95.5,100,5
37312,1,8.1,205,492,192,70.8,4,1454,8.1,206.2,200,72,5.5,1489,7.9,217,433,134,79.1,0.3,1423,7.7,32,114,37,83.8,0,1275,39.08,33,94.5,85.3,73.7,84.4,76.8,80.7,100,1
34364,1.2,7.9,191,406.89,184,73.9,6.5,1384,7.8,192,164,67.1,5,1461,7.8,114,274.04,66,97,0.4,1480,7.8,12,87.29,15,93.3,0.1,1463,40.6,59.8,92,89.5,67.67,93.7,77.85,91.8,98.5,1
44040,1,7.9,275,330,180,55.6,3,1376,7.9,190,200,60,2.5,1392,7.9,118,260,76,76.3,0.3,1435,7.7,25,109,24,75,0,1399,37.9,62,90,78.8,58.1,90.9,67,86.7,100,1
36446,1,7.7,188.71,710,366,55.7,6.5,2400,7.8,206.2,256,62.5,6,2450,7.8,192,450,120,66.7,0.5,2330,7.6,19.98,295,88,76.1,0.25,2390,39.08,53.1,92.5,83.44,34.4,89.01,58.5,76,96.2,1
35195,3.2,7.6,134,404,190,57.9,5.5,1305,7.7,207,212,59.4,5.5,1341,7.8,109,325,64,81.3,0.2,1286,7.6,17,95,26,73.1,0.01,1190,47.3,69.8,97.3,84.4,70.8,87.3,76.5,86.3,99.8,1
45151,0.5,8.2,166,307,118,79.7,4,1697,8.2,214,130,80,3.5,1661,8.2,148,295,96,77.1,1.2,1624,7.7,19,116,27,88.3,0.02,1821,30.8,26.2,65.7,87.2,60.7,88.6,62.2,77.1,100,1
32720,1.59,7.8,235,489,252,65.1,4.5,2110,7.8,244,268,64.2,5,2100,7.9,135,303,88,68.2,0.2,2120,7.9,27,140,24,70.8,0.2,2080,44.7,67.2,96,80,53.8,88.5,71.4,90.5,95.6,1
28707,0.4,7.8,117,296,142,71.8,3,1494,7.8,108,158,67.1,3,1516,7.8,96,250,68,91.2,0.2,1564,7.8,23,77,19,80,0.1,1680,11.1,57,93.3,76,69.2,80.3,74,86.6,96.7,1
34764,0.9,7.5,127,284,188,61.39,2.8,2260,7.6,143,222,60.37,3.5,2500,7.6,114,192,92,72.96,0.4,2140,7.7,19.98,62,14,80.15,0,2100,20.3,58.6,90,83.44,67.7,89.01,78.2,92.6,100,1
32730,0.96,7.8,290,376,146,83.6,4.59,1441,7.8,222,154,85.7,5.03,1460,7.7,150,242,72,83.3,0.41,1446,7.5,19.98,89,19,92.6,0.03,1491,32.4,53.2,90.55,83.44,63.2,89.01,76.3,87,99.08,1
31417,3,7.8,237,549,236,71.2,4,1397,7.9,286,280,67.1,8,1368,7.8,176,416,112,69.6,0.4,1469,7.7,39,287,84,81.6,0.2,1480,38.5,60,95.6,77.8,31,83.5,48,64.4,95,1
46852,2.36,7.7,247,361,286,51,4.5,1180,7.7,146,212,56.4,2.5,1251,7.7,135,248,134,52.2,0.6,1144,7.9,11,56,10,78,0,1222,7.5,36.8,76,91.9,77.4,95.5,84.5,96.5,100,5
29815,0.98,8,224,400,160,68.8,4.5,2230,8.2,244,178,64,5,2270,8,168,392,96,77.1,0.6,1763,7.7,20,94,22,83.6,0,1754,31.1,46.1,88,88.1,76,91.1,76.5,86.3,100,1
47368,2,7.9,156,417,152,73.7,4.5,1608,7.9,207,164,67.1,4.5,1798,7.8,147,321,76,76.3,0.4,1627,7.4,29,99,26,84.6,0.02,1490,29,53.7,91.1,80.3,69.2,81.4,76.3,82.9,99.6,1
17527,0.55,7.5,150,171,172,37.2,1.4,732,7.5,113,220,38.2,1,731,7.5,42,113,49,67.4,0.1,691,7.6,11,39,16,85,0.02,728,62.8,77.7,90,73.8,65.5,92.7,77.2,90.7,98.6,1
32575,2,7.7,244,607,380,53.7,6,2160,7.8,242,436,54.1,8,2220,7.9,139,353,164,45.9,1.8,2120,8,18,104,26,72.3,0,2270,42.6,62.4,77.5,87.1,70.5,92.6,82.9,93.2,100,5
32922,0.3,7.4,139,367,180,64.4,3,1060,7.5,163,200,63,3.5,1040,7.6,105,250,70,85.7,0.1,1152,7.7,25,84,20,84,0.02,1136,39.08,65,97.1,76.2,66.4,82,77.1,88.9,99,1
37226,0.9,7.3,185,395,216,62,3,1367,7.4,238,232,59.5,3,1383,7.5,93,263,102,58.8,0.3,1356,7.6,31,117,39,71.8,0.01,1444,60.9,56,90,66.7,55.5,83.2,70.4,81.9,100,5
40127,7.9,8.1,233,456,214,67.3,6,1586,8.1,268,238,69.7,4.5,1672,8,114,260,74,81.1,0.2,1784,7.9,33,140,32,78.1,0.01,1839,57.5,68.9,95.6,71.1,46.2,85.8,69.3,85,99.8,1
42393,0.7,7.9,189,478,230,67,5.5,1410,8.1,173,192,62.5,5,1406,7.7,172,412,104,71.2,0.4,1562,7.6,152,306,131,79.6,3.5,1575,0.6,45.8,92,11.6,25.7,19.6,36,43,36.4,3
47255,0.6,7.7,181,264,124,61.3,2.6,1087,7.8,148,150,52,3,1047,7.8,122,232,68,61.8,0.3,1103,7.7,19,72,28,64.3,0.1,1008,17.6,54.7,91.7,84.4,69,89.5,72.7,77.4,96.2,5
54578,3.6,7.9,313,341,512,33.6,6,915,7.9,205,520,33.8,7.5,976,7.9,107,200,106,64.2,0.2,1002,7.9,13,74,16,80,0,1021,47.8,79.6,97.3,87.9,63,95.8,78.3,96.9,100,5
31205,0.58,7.7,214,467,242,61.2,4.5,1171,7.8,218,318,55.3,6,1205,7.7,132,300,116,67.2,0.2,1312,7.7,22,86,22,81.8,0.05,1333,39.4,63.5,96.7,83.3,71.3,89.7,81.6,90.9,98.9,1
29801,1.6,7.7,172,400,136,70.1,1.5,1402,7.7,182,178,65.2,2.5,1417,7.8,123,263,106,69.8,0.3,1421,7.7,15,59,22,81.8,0.05,1468,32.4,40.4,88,87.8,77.6,91.3,85.3,83.8,96.7,1
36131,1,7.9,215,500,252,61.9,4.7,1512,7.8,233,348,49.4,7.5,1427,7.8,147,327,102,68.6,0.3,1436,7.9,25,75,23,78.3,0.01,1409,36.9,70.7,96,83,77.1,88.4,85,90.9,99.8,1
32257,3.5,7.5,246,583,504,45.2,7.3,1016,7.5,228,436,42.2,7.5,1079,7.5,85,236,76,68.4,0.5,1088,7.3,21,75,25,72,0.05,1164,62.7,82.6,94,75.3,68.2,91.5,87.1,95,99.3,5
47623,3.4,7.7,283,310,170,61.2,2.5,1065,7.8,235,270,51.1,5.5,1100,7.8,110,227,108,66.7,0.5,1090,7.9,16,85,20,80,0.02,993,53.2,60,91.8,85.5,62.6,94.3,72.6,88.2,99.2,5
37226,0.55,7.4,159,394,170,69.4,3,1450,7.4,155,196,60.2,3,1556,7.4,111,274.04,78,71.8,0.1,1690,7.6,16,110,26,78.5,0.01,1693,28.4,60.2,98.3,85.6,67.67,89.9,72.1,84.7,99.7,1
37662,2.6,8.1,238,490,170,70.6,5,1652,8.2,305,244,67.2,5.5,1643,8.2,135,371,102,70.6,1,1772,8,23,95,20,85,0.02,1800,55.7,58.2,81.8,83,74.4,90.3,80.6,88.2,100,1
37283,2,7.7,327,376,184,57.6,4,1226,7.7,287,236,45.8,3.5,1223,7.8,102,255,84,73.8,0.2,1199,7.8,15,47,13,69.2,0,1136,64.5,64.4,94.3,85.3,81.6,95.4,87.5,92.9,100,5
29156,2.5,7.7,206,451,194,69.1,4.5,1249,7.7,206,220,61.8,4,1219,7.7,111,282,124,77.4,0.3,1233,7.5,16,118,19,84.2,0.03,1338,46.1,43.6,92.5,85.6,58.2,92.2,73.8,90.2,99.4,1
34322,3,8.4,249,600,216,77.8,5,1566,8.3,220,204,74.5,5.3,1583,8.2,161,328,86,76.7,0.4,1643,7.7,18,88,12,83.3,0.05,1655,26.8,57.8,92.4,88.8,73.2,92.8,85.3,94.4,99,1
29448,3,7.6,115,272,266,38.4,2.5,1418,7.7,117,290,40,3.5,1385,7.7,75,248,84,69.1,0.2,1446,7.6,18,52,18,68.9,0.02,1498,35.9,71,95.7,76,79,84.3,80.9,93.2,99.2,5
32802,0.7,7.3,203,405,212,67.9,4.5,1922,7.3,206.2,320,61.3,8.5,1874,7.4,97,225,74,78.4,0.3,1820,7.4,22,114,24,70.8,0.1,1796,39.08,76.9,97.1,77.3,49.3,89.2,71.9,88.7,97.8,1
48914,0.35,8.1,203,434,128,70.3,4,1496,8.3,222,114,71.9,2.5,1533,8.2,134,271,84,71.4,1,1489,7.7,13,60,11,76.4,0.02,1520,39.6,26.3,60,90.3,77.9,93.6,86.2,91.4,100,1
