@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
37226,5.7,7.7,115,408,290,51,4,2150,7.7,139,198,67.7,2.5,2050,7.6,96,290,98,75.5,0.1,1924,7.5,20,118,46,75.7,0.01,2060,30.9,50.5,96,79.2,59.3,82.6,71.1,84.1,100,1
33370,0.12,7.8,223,511,202,63.4,4.7,1473,7.8,228,276,59.4,5.5,1584,7.7,122,273,86,72.1,0.2,1510,7.8,22,81,22,81.8,0.02,1504,46.5,68.8,96.4,82,70.3,89.01,84.1,89.1,99.6,1
33189,0.96,8.1,238,591,202,84.2,6,1380,8,282,210,80,5.5,1372,8.2,153,290,106,90.6,0.5,1413,7.9,16,63,17,94.1,0.01,1417,45.7,49.5,90.9,89.5,78.3,93.3,89.3,91.6,99.8,1
34150,3.1,7.9,228,486,184,69.6,4.5,1912,8,209,214,69.2,4,1867,8,145,297,100,78,0.5,1889,7.8,24,86,16,81.3,0.02,1888,30.6,53.3,88.8,83.4,71,89.5,82.3,91.3,99.6,1
31914,2,7.7,127,274,144,72.2,2,1031,7.6,124,162,69.1,3,1048,7.6,80,157,69,82.6,0.2,1020,7.8,9,35,16,82.5,0.01,1053,39.08,58.51,90.55,83.44,77.7,89.01,77.85,88.96,99.08,1
33877,1.5,7.6,166,452,320,46.3,4.5,1160,7.7,221,388,47.4,5.5,1137,7.7,87,216,76,73.7,0.2,1147,7.8,19,56,28,75,0.1,1148,60.6,80.4,97.3,78.2,74.1,88.6,87.6,91.3,97.8,5
37782,1.2,8.1,155,382,174,66.7,7,1205,7.9,295,212,73.6,5.5,1319,7.8,147,312,90,75.6,0.3,1246,7.6,18,87,24,76.7,0.05,1244,50.2,57.5,94.5,87.8,72.1,88.4,77.2,86.2,99.3,1
40529,4.5,7.7,192,253,186,61.39,5,1818,7.6,250,194,60.37,4.5,1745,7.5,108,197,80,72.96,0.3,1625,7.5,14,48,13,80.15,0.02,1726,56.8,58.8,94.4,87,75.6,92.7,81,93,99.6,1
32253,1.94,7.7,140,380,178,65.2,4.5,1668,7.7,147,182,68.1,3.5,1789,7.8,110,272,66,84.8,0.2,1898,7.8,15,92,22,77.3,0,1883,25.2,63.7,95.7,86.4,66.2,89.3,75.8,87.6,100,1
36924,1.5,8,242,496,176,64.8,4,2110,7.9,206.2,236,57.6,4.5,2020,7.8,122.34,372,88,68.2,0.2,2250,7.6,19,108,22,65.9,0.02,2120,39.08,62.7,95.6,83.44,71,92.1,78.2,87.5,99.5,1
39308,3,7.8,217,349,172,69.8,3.5,1454,7.8,174,208,65.4,4,1487,7.8,98,261,78,76.9,0.2,1360,7.9,19.98,92,20,80,0,1230,43.7,62.5,95,83.44,64.8,89.01,73.6,88.4,100,1
46240,2.7,7.9,122,287,168,50,2,1906,7.8,157,188,53.2,2,2130,7.8,99,198,92,58.7,0.2,810,7.8,12,43,16,77.5,0.05,1425,36.9,51.1,92.5,87.9,78.3,90.2,85,90.5,97.5,1
36281,2,7.8,188.71,612,226,70.8,8,1544,7.9,206.2,268,65.7,8,1503,7.8,158,259,100,80,0.4,1443,7.5,38,106,34,86.7,0.02,1239,39.08,62.7,95.6,75.9,59.1,89.01,82.7,85,99.8,1
37226,2.6,7.8,198,604,288,58.3,4.7,1235,7.8,229,222,60.4,4.5,1330,7.7,144,391,104,73.1,0.9,1320,7.7,31,159,41,82.9,0.02,1399,37.1,53.2,80,78.5,59.3,84.3,73.7,85.8,99.6,1
45903,1.3,8,90,271,144,66.7,4.5,1221,8,110,164,70.7,3,1209,7.8,78,179,74,73,0.2,1266,7.7,10,41,14,74.3,0.05,1283,29.1,54.9,95,87.2,77.1,88.9,84.9,90.3,98.9,1
30201,1,7.3,137,398,188,57.4,4,1179,7.3,164,204,58.8,4.3,1164,7.3,81,204,62,64.5,0.1,1165,7.4,9,66,10,70,0,1264,50.6,69.6,97.6,88.9,67.6,93.4,83.4,94.7,100,5
36332,3.5,7.9,120,455,184,67.4,4,1224,8.1,205,188,68.1,5.5,1217,7.7,168,333,90,77.8,0.2,1353,7.6,24,98,32,81.3,0,1420,18,52.1,96.4,85.7,70.6,80,78.5,82.6,100,1
50942,3,7.8,159,234,292,32.9,3,1140,7.8,182,344,32.6,4,1125,7.9,111,218,100,52,0.3,1231,7.8,12,36,14,77.1,0,1276,39,70.9,93.8,89.2,83.5,92.5,84.6,95.2,100,5
41824,1.2,7.8,161,281,164,58.5,2.3,1075,7.8,144,192,53.1,2.5,1068,7.8,118,233,88,70.5,0.4,1121,7.8,14,63,19,73.7,0.01,1246,18.1,54.2,84,88.1,73,91.3,77.6,88.4,99.6,1
34064,1,8.1,230,535,242,66.9,6.5,1652,7.9,206.2,264,69.7,5.4,1700,7.9,174,322,100,72,0.3,1577,7.5,28,101,36,83.3,0.05,1552,39.08,62.1,94.4,83.9,68.6,87.8,81.1,85.1,99.2,1
30352,5.9,8.2,324,539,196,77.6,4.5,2090,8.2,282,190,72.6,4.5,2180,8.1,203,396,110,85.5,1,2130,7.8,21,89,19,89.5,0.01,2210,28,42.1,77.8,89.7,77.5,93.5,83.5,90.3,99.8,1
38792,1.89,7.7,250,431,196,64.3,5.5,1219,7.9,399,238,62.2,6,1232,7.9,133,310,86,74.4,0.2,1212,7.7,15,90,17,76.5,0.05,1197,66.7,63.9,96.7,88.7,71,94,79.1,91.3,99.1,1
35571,1.75,7.2,166,549,138,63.8,4.59,1769,7.4,197,426,49.8,5.03,1882,7.5,111,287,74,70.3,0.41,2100,7.6,15,85,9,88.9,0.03,2030,43.7,82.6,90.55,86.5,70.4,91,84.5,93.5,99.08,5
53210,5,7.8,87,241,236,38.1,4,1179,8,97,248,33.9,3.5,1231,8,78,190,70,57.1,0,902,7.7,10,79,16,78.1,0.02,899,19.6,71.8,100,87.2,58.4,88.5,67.2,93.2,99.5,5
