@relation water2
@attribute At1 NUMERIC
@attribute At2 NUMERIC
@attribute At3 NUMERIC
@attribute At4 NUMERIC
@attribute At5 NUMERIC
@attribute At6 NUMERIC
@attribute At7 NUMERIC
@attribute At8 NUMERIC
@attribute At9 NUMERIC
@attribute At10 NUMERIC
@attribute At11 NUMERIC
@attribute At12 NUMERIC
@attribute At13 NUMERIC
@attribute At14 NUMERIC
@attribute At15 NUMERIC
@attribute At16 NUMERIC
@attribute At17 NUMERIC
@attribute At18 NUMERIC
@attribute At19 NUMERIC
@attribute At20 NUMERIC
@attribute At21 NUMERIC
@attribute At22 NUMERIC
@attribute At23 NUMERIC
@attribute At24 NUMERIC
@attribute At25 NUMERIC
@attribute At26 NUMERIC
@attribute At27 NUMERIC
@attribute At28 NUMERIC
@attribute At29 NUMERIC
@attribute At30 NUMERIC
@attribute At31 NUMERIC
@attribute At32 NUMERIC
@attribute At33 NUMERIC
@attribute At34 NUMERIC
@attribute At35 NUMERIC
@attribute At36 NUMERIC
@attribute At37 NUMERIC
@attribute At38 NUMERIC
@attribute Class {1,2,3,4,5}
@data
39402,1.2,7.9,283,274,162,59.3,3,937,7.9,190,178,58.4,2.8,944,7.8,117,212,78,76.9,0.1,970,7.7,28,74,25,88,0,1060,38.4,56.2,98.2,76.1,65.1,90.1,73,84.6,100,1
33680,1.75,7.6,215,532,282,63.8,5.3,1444,7.6,253,296,61.5,5,1437,7.8,120,320,90,75.6,0.2,1418,7.8,17,92,15,75.3,0,1433,52.6,69.6,96,85.8,71.3,92.1,82.7,94.7,100,1
38231,0.8,7.7,124,234,120,61.39,1.8,1550,7.9,123,220,60.37,4,1651,7.8,87,156,76,72.96,0.2,1586,7.9,18,84,74,80.15,0.2,1661,29.3,65.5,95,79.3,46.2,85.5,64.1,38.3,88.9,1
34301,3.9,7.9,243,459,286,54.5,6.5,1174,7.9,216,342,46.2,7.5,1202,7.9,123,253,90,57.8,0.3,1190,7.8,15,103,14,85.7,0.01,1167,43.1,73.7,96,87.8,59.3,93.8,77.6,95.1,99.8,5
37615,1.2,7.8,199,404,232,53.4,5,1310,7.8,416,544,43.4,11,1366,7.7,143,299,114,61.4,0.4,1466,7.6,25,85,19,65.3,0,1404,65.6,79,96.4,82.5,71.6,87.4,79,91.8,100,5
37252,3.5,7.6,131,436,476,27.7,4.5,1603,7.8,151,416,28.8,5,1479,7.8,114,269,78,56.4,0.1,1591,7.9,13,90,16,68.8,0,1625,24.5,81.3,98,88.6,66.5,90.1,79.4,96.6,100,5
41410,0.6,7.9,85,269,110,61.39,1.5,1342,7.8,139,198,60.37,4,1325,7.8,65,168,65,72.96,0.2,1362,7.9,15,87.29,23,80.15,0,1375,53.2,67.2,95,76.9,67.67,82.4,77.85,79.1,100,1
37226,1.5,8.1,129,318,140,67.1,3,1319,8,124,136,69.1,2,1320,7.6,101,277,70,85.7,0.1,1270,7.5,15,86,22,86.4,0.01,1289,18.5,48.5,95,85.1,69,88.4,73,84.3,100,1
28791,1.09,8.7,354,539,232,68.1,5.5,1620,8.4,206.2,178,70.8,2.5,1677,8.4,114,356,130,78.5,1.5,1529,7.9,14,67,17,82.4,0.01,1359,39.08,27,40,87.7,81.2,96,87.6,92.7,99.8,1
33020,0.8,7.7,176,422,176,61.4,4,2200,7.7,176,196,59.2,3.5,2180,7.7,120,274,72,63.9,0.3,2230,7.8,14,82,16,68.8,0,2140,31.8,63.3,91.4,88.3,70.1,92,80.6,90.9,100,1
47243,0.76,7.7,168,376,272,45.6,5.3,1052,7.8,136,296,45.3,5.6,1063,7.7,97,242,80,72.5,0.2,1083,7.7,14,87,15,100,0.01,1070,28.7,73,96.4,85.6,64,91.7,76.9,94.5,99.8,5
31293,1,7.7,150,337,182,61.39,3,1189,7.7,117,190,68.4,2.5,1199,7.7,108,256,62,72.96,0.5,1282,7.8,18,85,20,76,0,1378,7.7,67.4,80,83.3,66.8,88,74.8,89,100,1
32884,0.8,7.8,169,337,132,75.8,2.5,1568,7.9,192,204,68.6,4.5,1526,7.9,137,332,126,77.8,1.8,1516,7.7,14,71,14,94.3,0.02,1450,28.6,38.2,60,89.8,78.6,91.7,78.9,89.4,99.2,1
37226,1.4,7.5,188,263,148,67.5,2,1645,7.5,148,134,77.6,1.7,1668,7.6,98,198,56,89.3,0.1,1671,7.7,14,85,21,85.7,0,1760,33.8,58.2,94.1,85.7,57.1,92.6,67.7,85.8,100,1
37976,1,7.7,148,345,162,77.8,3.2,1432,7.6,145,166,73.5,3.8,1415,7.6,137,302,94,85.1,0.5,1461,7.4,17,60,21,90.5,0.05,1572,5.5,43.4,86.8,87.6,80.1,88.5,82.6,87,98.4,1
27617,1,7.6,285,436,218,67.9,6,1095,7.6,292,238,67.2,5.5,1149,7.5,160,284,80,80,0.2,1139,7.5,26,104,41,73.2,0.5,1146,45.2,66.4,96.4,83.8,63.4,90.9,76.1,81.2,91.7,1
34904,1.2,8,272,665,188,73.4,6,2200,8.1,293,192,74,5,2200,8,164,304,96,87.5,0.6,2130,7.7,20,76,15,80,0.03,2150,44,50,88,87.8,75,92.6,88.6,92,99.6,1
40871,0.7,7.7,193,298,120,60,3,1068,7.8,160,200,38,2.5,1167,7.8,135,222,94.22,72.96,0.3,1211,7.8,16,69,22.23,80.15,0.02,1199,15.6,58.51,88,88.1,68.9,91.7,76.8,88.96,99.3,1
37724,1,7.9,188.71,526,206,70.9,5.5,1422,7.9,206.2,218,71.6,6,1461,7.8,175,382,108,81.5,0.2,1595,7.5,34,128,40,84.2,0.02,1342,39.08,50.5,96.7,80.6,66.5,89.01,75.7,80.6,99.6,1
10050,0.4,7.6,208,556,210,52.4,4,2340,7.5,244,148,66.2,2.5,2080,7.4,95,205,73,75.3,0.1,2070,7.6,18,75,34,71.8,0,2080,61.1,50.7,96,81.1,63.4,91.3,86.5,83.8,100,5
37190,1.14,7.8,199,380,244,55.7,5,1453,7.8,110,196,60.2,3.5,1430,7.8,104,204,116,72.4,1.5,1436,7.9,13,43,15,74.7,0,1458,5.5,40.8,57.1,87.5,78.9,93.5,88.7,93.9,100,1
26348,1,8.1,253,473,212,79.3,7,1990,8.1,250,246,74.8,6,1950,8.1,202,384,112,82.1,0.2,2220,7.7,23,105,22,89.1,0.01,2130,19.2,54.5,96.7,88.6,72.7,90.9,77.8,89.6,99.9,1
37120,2.57,8,212,546,184,72.8,4.5,2240,8,312,182,74.7,4.3,2160,8,169,329,94,74.5,0.5,1940,7.8,16,91,14,92.9,0,1860,45.8,48.4,89.4,90.5,72.3,92.5,83.3,92.4,100,1
40067,3.4,7.8,214,941,304,53.3,6.5,1454,7.8,396,320,57.5,7,1528,7.8,107,243,106,67.9,0.2,1456,7.9,11,55,14,74.3,0.02,1324,73,66.9,97.9,89.7,77.4,94.9,94.2,95.4,99.7,5
31749,10.7,8.1,247,525,264,71.2,6.3,1606,8.2,230,262,67.9,7,1598,8.1,148,339,126,74.6,0.8,1564,7.8,24,87.29,21,85.7,0.05,1455,35.7,51.9,88.6,83.8,67.67,90.3,77.85,92,99.2,1
35623,4.4,7.6,151,404,204,67.6,3.5,1565,7.6,137,232,62.9,4,1629,7.6,88,277,80,70,0.1,1575,7.4,12,87.29,13,92.3,0.01,1467,35.8,65.5,97.5,86.4,67.67,92.1,77.85,93.6,99.7,1
39590,5,7.8,144,361,220,53.6,4.5,1790,7.8,112,236,54.2,3.3,1760,7.8,53,239,78,64.1,0.2,1710,7.6,14,74,20,70,0,1660,52.7,66.9,93.8,73.6,69,90.3,79.5,90.9,100,5
35338,3.2,8,195,574,166,69.9,4.9,1563,8,156,188,68.1,4,1580,8,131,337,76,78.9,0.5,1695,7.7,17,83,16,87.5,0.02,1736,16,59.6,87.5,87,75.4,91.3,85.5,90.4,99.6,1
40716,3.5,8.1,188.71,524,222,67.6,5.8,1597,8.1,230,248,66.1,7.5,1512,7.9,154,300,96,77.1,0.5,1521,7.4,29,76,25,84,0,1422,33,61.3,93.3,81.2,74.7,89.01,85.5,88.7,100,1
41746,1,8,352,471,208,65.4,5.5,2150,7.9,386,216,64.8,5.5,2320,7.6,198,348,118,74.6,0.5,2290,7.5,24,91,32,84.4,0,2290,48.7,45.4,91.8,87.9,73.9,93.2,80.7,84.6,100,1
30614,0.92,7.7,146,313,168,64.3,4.3,1019,7.7,173,246,58.5,5.9,1020,7.7,116,183,124,64.5,0.2,1034,7.6,16,59,15,80,0,1056,32.9,49.6,96.6,86.2,67.8,89,81.2,91.1,100,1
27340,4.19,7.7,254,411,174,73.6,4.5,1339,7.9,375,292,67.1,8,1350,7.9,121,319,102,78.4,0.5,1423,7.7,17,96,19,86.3,0,1431,67.7,65.1,94.4,86,69.9,93.3,76.6,89.1,100,1
41948,1.5,7.7,198,396,216,52.8,3,1282,7.8,245,328,47.6,5,1321,7.7,109,244,120,56.7,0.3,1304,7.8,23,105,32,71.3,0.02,1295,55.5,63.4,94,78.9,57,88.4,73.5,85.2,99.3,5
32845,0.23,7.6,84,251,98,71.4,2,866,7.6,110,104,67.3,1.5,877,7.6,54,161,66,69.7,0.3,840,7.6,7,49,17,87.1,0.02,879,50.9,36.5,80,87,69.6,91.7,80.5,82.7,99,1
36358,2,7.7,192,298,162,67.9,4,1241,7.7,160,188,68.1,4.5,1243,7.7,118,278,110,74.5,0.7,1285,7.5,30,98,45,74.1,0.05,1399,26.3,41.5,84.4,74.6,64.7,84.4,67.1,72.2,98.8,1
34746,1,7.7,208,427,192,75,4.5,1426,7.7,195,236,74.6,7,1375,7.7,186,334,104,80.8,0.4,1518,7.4,27,78,33,84.8,0,1636,4.6,55.9,94.3,85.5,76.6,87,81.7,82.8,100,1
39489,0.9,7.8,131,320,166,61.39,2.5,1680,7.8,135,196,60.37,2.5,1690,7.8,90,214,88,72.96,0.2,1551,7.8,15,74,14,80.15,0.02,1672,33.3,55.1,92,83.3,65.4,88.5,76.9,91.6,99.2,1
32538,1,7.6,219,511,286,58,6.5,1326,7.8,243,382,56.5,7,1420,7.8,142,323,106,71.7,0.2,1359,7.7,22,98,21,74.3,0.02,1361,41.6,72.3,97.1,84.5,69.7,90,80.8,92.7,99.7,1
40879,1.2,7.6,188.71,435,196,68.4,4.5,1421,7.7,206.2,264,69.7,7,1469,7.7,122.34,408,120,73.3,0.6,1532,7.6,19.98,102,23,84.1,0.02,1354,39.08,54.5,91.4,83.44,75,89.01,76.6,88.3,99.6,1
37226,1.6,7.5,170,336,168,69,2.6,1531,7.5,192,200,67,3,1485,7.6,101,265,80,80,0.1,1642,7.7,19,99,34,79.4,0.02,1648,47.4,60,98.3,81.2,62.6,88.8,70.5,79.8,99.2,1
41073,0.8,8.1,166,422,184,63,3,1450,8,118,280,65.7,3.5,1429,8.1,119,323,114,70.2,0.4,1419,7.8,26,81,22,76.4,0.02,1357,39.08,59.3,88.6,78.2,74.9,84.3,80.8,88,99.3,1
43174,4.5,7.7,179,420,158,68.4,2.5,1260,7.7,200,160,68.8,3.5,1256,7.8,183,376,110,70.9,1,1369,7.4,23,136,17,88.2,0,1365,8.5,31.3,71.4,87.4,63.8,87.2,67.6,89.2,100,1
